Gene stable ID	Gene stable ID version	NCBI gene ID	HGNC symbol
ENSG00000240579	ENSG00000240579.1		
ENSG00000228661	ENSG00000228661.1		
ENSG00000137509	ENSG00000137509.10	5547	PRCP
ENSG00000224336	ENSG00000224336.2		FAM197Y1
ENSG00000197157	ENSG00000197157.10	27044	SND1
ENSG00000237407	ENSG00000237407.1		
ENSG00000162891	ENSG00000162891.10	50604	IL20
ENSG00000255232	ENSG00000255232.1		
ENSG00000227716	ENSG00000227716.1		
ENSG00000167323	ENSG00000167323.11	6786	STIM1
ENSG00000151812	ENSG00000151812.14	341880	SLC35F4
ENSG00000231986	ENSG00000231986.1		
ENSG00000235780	ENSG00000235780.3	728393	USP17L27
ENSG00000187699	ENSG00000187699.10	84281	C2orf88
ENSG00000231051	ENSG00000231051.3	728400	USP17L28
ENSG00000255099	ENSG00000255099.1		
ENSG00000241385	ENSG00000241385.1		
ENSG00000231637	ENSG00000231637.3	728405	USP17L29
ENSG00000273265	ENSG00000273265.1	100506036	CNNM3-DT
ENSG00000251694	ENSG00000251694.1	391627	USP17L9P
ENSG00000228856	ENSG00000228856.3	728419	USP17L30
ENSG00000164794	ENSG00000164794.8	27012	KCNV1
ENSG00000117010	ENSG00000117010.15	127396	ZNF684
ENSG00000243664	ENSG00000243664.1		RPS29P12
ENSG00000259362	ENSG00000259362.2	101929457	
ENSG00000258856	ENSG00000258856.2		
ENSG00000248761	ENSG00000248761.1		
ENSG00000249287	ENSG00000249287.1		
ENSG00000213110	ENSG00000213110.2		
ENSG00000255347	ENSG00000255347.1		
ENSG00000255402	ENSG00000255402.1		
ENSG00000259039	ENSG00000259039.1		
ENSG00000204253	ENSG00000204253.4		HNRNPCP2
ENSG00000231228	ENSG00000231228.4		
ENSG00000240590	ENSG00000240590.1		RPSAP48
ENSG00000234569	ENSG00000234569.1		RAD1P1
ENSG00000225579	ENSG00000225579.1		EDNRB-AS1
ENSG00000227437	ENSG00000227437.1		RPS8P4
ENSG00000183598	ENSG00000183598.3	653604	HIST2H3D
ENSG00000135736	ENSG00000135736.5	92922	CCDC102A
ENSG00000253956	ENSG00000253956.1		
ENSG00000168903	ENSG00000168903.8	10917	BTNL3
ENSG00000145217	ENSG00000145217.13	10861	SLC26A1
ENSG00000141012	ENSG00000141012.12	2588	GALNS
ENSG00000105464	ENSG00000105464.3	2906	GRIN2D
ENSG00000203811	ENSG00000203811.1	126961	HIST2H3C
ENSG00000115966	ENSG00000115966.16	1386	ATF2
ENSG00000270882	ENSG00000270882.2	8370	HIST2H4A
ENSG00000205946	ENSG00000205946.1	391622	USP17L6P
ENSG00000135069	ENSG00000135069.13	29968	PSAT1
ENSG00000279675	ENSG00000279675.1		
ENSG00000219492	ENSG00000219492.4		
ENSG00000182968	ENSG00000182968.4	6656	SOX1
ENSG00000261672	ENSG00000261672.1		
ENSG00000145214	ENSG00000145214.13	1609	DGKQ
ENSG00000230120	ENSG00000230120.1		
ENSG00000172023	ENSG00000172023.7	5968	REG1B
ENSG00000226114	ENSG00000226114.1		NDUFB4P5
ENSG00000234171	ENSG00000234171.2	100506054	RNASEH1-AS1
ENSG00000112081	ENSG00000112081.16	6428	SRSF3
ENSG00000233673	ENSG00000233673.7	100286979	ANAPC1P1
ENSG00000214560	ENSG00000214560.4		RPL21P41
ENSG00000163126	ENSG00000163126.14	200539	ANKRD23
ENSG00000165810	ENSG00000165810.16	153579	BTNL9
ENSG00000254127	ENSG00000254127.1		IGLCOR22-1
ENSG00000234021	ENSG00000234021.1		
ENSG00000212829	ENSG00000212829.8		RPS26P3
ENSG00000128253	ENSG00000128253.13	10739	RFPL2
ENSG00000260385	ENSG00000260385.1		
ENSG00000234360	ENSG00000234360.1		
ENSG00000276146	ENSG00000276146.4	10288	LILRB2
ENSG00000263677	ENSG00000263677.1		
ENSG00000230920	ENSG00000230920.1		
ENSG00000265369	ENSG00000265369.3	728606	PCAT18
ENSG00000128594	ENSG00000128594.7	64101	LRRC4
ENSG00000277534	ENSG00000277534.1		
ENSG00000225706	ENSG00000225706.1		PTPRD-AS1
ENSG00000134504	ENSG00000134504.12	284252	KCTD1
ENSG00000188438	ENSG00000188438.4		DEFB108F
ENSG00000243725	ENSG00000243725.6	7268	TTC4
ENSG00000232773	ENSG00000232773.2		DEFB130D
ENSG00000279078	ENSG00000279078.1	27099	SND1-IT1
ENSG00000153707	ENSG00000153707.16	5789	PTPRD
ENSG00000184194	ENSG00000184194.5	54328	GPR173
ENSG00000255767	ENSG00000255767.1		
ENSG00000187627	ENSG00000187627.15	400966	RGPD1
ENSG00000136870	ENSG00000136870.10	7743	ZNF189
ENSG00000187492	ENSG00000187492.8	389118	CDHR4
ENSG00000270497	ENSG00000270497.1		
ENSG00000171865	ENSG00000171865.9	246243	RNASEH1
ENSG00000268465	ENSG00000268465.1		
ENSG00000184313	ENSG00000184313.19	374977	MROH7
ENSG00000087237	ENSG00000087237.10	1071	CETP
ENSG00000155368	ENSG00000155368.16	1622	DBI
ENSG00000241870	ENSG00000241870.1		
ENSG00000105443	ENSG00000105443.14	9266	CYTH2
ENSG00000214295	ENSG00000214295.4		FOXO1B
ENSG00000248560	ENSG00000248560.1		
ENSG00000174899	ENSG00000174899.10	152078	PQLC2L
ENSG00000257105	ENSG00000257105.1		
ENSG00000185372	ENSG00000185372.3	26693	OR2V1
ENSG00000139187	ENSG00000139187.9	10219	KLRG1
ENSG00000198182	ENSG00000198182.12	84775	ZNF607
ENSG00000182613	ENSG00000182613.2	285659	OR2V2
ENSG00000168763	ENSG00000168763.15	26505	CNNM3
ENSG00000248473	ENSG00000248473.1		LINC01962
ENSG00000134884	ENSG00000134884.13	55082	ARGLU1
ENSG00000134571	ENSG00000134571.10	4607	MYBPC3
ENSG00000139531	ENSG00000139531.12	6821	SUOX
ENSG00000235449	ENSG00000235449.2		
ENSG00000127415	ENSG00000127415.12	3425	IDUA
ENSG00000117139	ENSG00000117139.16	10765	KDM5B
ENSG00000253572	ENSG00000253572.2		
ENSG00000255236	ENSG00000255236.2		
ENSG00000257759	ENSG00000257759.2		
ENSG00000171817	ENSG00000171817.16	163255	ZNF540
ENSG00000134007	ENSG00000134007.3	8748	ADAM20
ENSG00000146385	ENSG00000146385.1	83551	TAAR8
ENSG00000146054	ENSG00000146054.17	81786	TRIM7
ENSG00000235998	ENSG00000235998.1		TAAR7P
ENSG00000139985	ENSG00000139985.6	8747	ADAM21
ENSG00000242082	ENSG00000242082.1		SLC5A4-AS1
ENSG00000146383	ENSG00000146383.7	319100	TAAR6
ENSG00000186146	ENSG00000186146.1	644414	DEFB131A
ENSG00000186146	ENSG00000186146.1	105369240	DEFB131A
ENSG00000224395	ENSG00000224395.8	26716	OR2H1
ENSG00000253801	ENSG00000253801.2		
ENSG00000100191	ENSG00000100191.5	6527	SLC5A4
ENSG00000236505	ENSG00000236505.1		
ENSG00000259158	ENSG00000259158.3	317760	ADAM20P1
ENSG00000135569	ENSG00000135569.4	9038	TAAR5
ENSG00000162892	ENSG00000162892.15	11009	IL24
ENSG00000248364	ENSG00000248364.1		OR7E86P
ENSG00000154080	ENSG00000154080.13	83539	CHST9
ENSG00000213864	ENSG00000213864.3		EEF1B2P2
ENSG00000268995	ENSG00000268995.1		VN1R82P
ENSG00000268598	ENSG00000268598.1		VN1R80P
ENSG00000165572	ENSG00000165572.7	89890	KBTBD6
ENSG00000271598	ENSG00000271598.1		
ENSG00000224555	ENSG00000224555.3		
ENSG00000253787	ENSG00000253787.1	102467655	LINC02219
ENSG00000213605	ENSG00000213605.2		
ENSG00000268705	ENSG00000268705.1		BNIP3P26
ENSG00000230593	ENSG00000230593.3		PPIAP40
ENSG00000237449	ENSG00000237449.1		TAAR4P
ENSG00000196268	ENSG00000196268.11	284443	ZNF493
ENSG00000233910	ENSG00000233910.1		GTF2F2P2
ENSG00000179073	ENSG00000179073.6	9288	TAAR3P
ENSG00000284689	ENSG00000284689.1		
ENSG00000254521	ENSG00000254521.6	89858	SIGLEC12
ENSG00000206485	ENSG00000206485.10	170954	PPP1R18
ENSG00000236222	ENSG00000236222.8	9277	WDR46
ENSG00000214076	ENSG00000214076.3		CPSF1P1
ENSG00000146378	ENSG00000146378.6	9287	TAAR2
ENSG00000224378	ENSG00000224378.9	4277	MICB
ENSG00000136872	ENSG00000136872.17	229	ALDOB
ENSG00000275805	ENSG00000275805.1		
ENSG00000213049	ENSG00000213049.3		HNRNPA1P34
ENSG00000171885	ENSG00000171885.13	361	AQP4
ENSG00000135972	ENSG00000135972.8	64965	MRPS9
ENSG00000266985	ENSG00000266985.1		
ENSG00000213337	ENSG00000213337.8	51239	ANKRD39
ENSG00000146399	ENSG00000146399.1	134864	TAAR1
ENSG00000223716	ENSG00000223716.2		
ENSG00000232429	ENSG00000232429.3		RPL21P131
ENSG00000225133	ENSG00000225133.1		MORF4L1P4
ENSG00000218194	ENSG00000218194.1		HLFP1
ENSG00000278390	ENSG00000278390.4	101929140	
ENSG00000268357	ENSG00000268357.1		VN1R81P
ENSG00000269012	ENSG00000269012.2		KRT18P40
ENSG00000184205	ENSG00000184205.14	64061	TSPYL2
ENSG00000137124	ENSG00000137124.7	219	ALDH1B1
ENSG00000277662	ENSG00000277662.1		
ENSG00000182324	ENSG00000182324.6	3770	KCNJ14
ENSG00000105750	ENSG00000105750.14	7639	ZNF85
ENSG00000120662	ENSG00000120662.15	9617	MTRF1
ENSG00000267470	ENSG00000267470.5	100507433	ZNF571-AS1
ENSG00000248740	ENSG00000248740.5	101929448	LINC02428
ENSG00000231851	ENSG00000231851.5	101927492	
ENSG00000145882	ENSG00000145882.10	78991	PCYOX1L
ENSG00000105447	ENSG00000105447.12	83743	GRWD1
ENSG00000234801	ENSG00000234801.3		MORF4
ENSG00000253107	ENSG00000253107.1		
ENSG00000112299	ENSG00000112299.7	8876	VNN1
ENSG00000213370	ENSG00000213370.3		RANP6
ENSG00000278114	ENSG00000278114.4	200958	MUC20
ENSG00000249064	ENSG00000249064.1		KRT18P25
ENSG00000224509	ENSG00000224509.2	102724691	
ENSG00000253122	ENSG00000253122.1		
ENSG00000253573	ENSG00000253573.1		
ENSG00000270982	ENSG00000270982.1		
ENSG00000253717	ENSG00000253717.1		
ENSG00000250920	ENSG00000250920.1		
ENSG00000226365	ENSG00000226365.1		UBDP1
ENSG00000250222	ENSG00000250222.1		
ENSG00000251577	ENSG00000251577.5		
ENSG00000271339	ENSG00000271339.1		
ENSG00000272274	ENSG00000272274.1		LINC00551
ENSG00000250900	ENSG00000250900.6		
ENSG00000255132	ENSG00000255132.1		
ENSG00000253438	ENSG00000253438.2	100750225	PCAT1
ENSG00000233055	ENSG00000233055.1		
ENSG00000148948	ENSG00000148948.7	57689	LRRC4C
ENSG00000242282	ENSG00000242282.6		
ENSG00000165152	ENSG00000165152.8	84302	TMEM246
ENSG00000230957	ENSG00000230957.1		MAS1LP1
ENSG00000218991	ENSG00000218991.1		CCNG1P1
ENSG00000227590	ENSG00000227590.2		ATP5G1P5
ENSG00000169836	ENSG00000169836.4	6870	TACR3
ENSG00000278126	ENSG00000278126.1		
ENSG00000248514	ENSG00000248514.1		
ENSG00000235289	ENSG00000235289.1		BRD7P6
ENSG00000184271	ENSG00000184271.16	5463	POU6F1
ENSG00000230156	ENSG00000230156.2	100874173	LINC00443
ENSG00000242279	ENSG00000242279.1		
ENSG00000248977	ENSG00000248977.1		
ENSG00000266916	ENSG00000266916.5		ZNF793-AS1
ENSG00000229229	ENSG00000229229.1		
ENSG00000254522	ENSG00000254522.1		
ENSG00000078177	ENSG00000078177.13	55728	N4BP2
ENSG00000228377	ENSG00000228377.3	116511	MAS1L
ENSG00000124302	ENSG00000124302.12	64377	CHST8
ENSG00000225376	ENSG00000225376.5	101928470	TMEM246-AS1
ENSG00000184515	ENSG00000184515.10	340542	BEX5
ENSG00000228840	ENSG00000228840.3		RPS17P1
ENSG00000137502	ENSG00000137502.9	27314	RAB30
ENSG00000267115	ENSG00000267115.1		
ENSG00000278698	ENSG00000278698.1		
ENSG00000267319	ENSG00000267319.1		SELENOKP1
ENSG00000254579	ENSG00000254579.1		
ENSG00000228370	ENSG00000228370.1	105375009	
ENSG00000251571	ENSG00000251571.1		DDX3P3
ENSG00000120784	ENSG00000120784.15	22835	ZFP30
ENSG00000174408	ENSG00000174408.8		PPIAP24
ENSG00000268530	ENSG00000268530.5		
ENSG00000146063	ENSG00000146063.19	90933	TRIM41
ENSG00000277863	ENSG00000277863.1		
ENSG00000251525	ENSG00000251525.6		TCP11X3P
ENSG00000280399	ENSG00000280399.1		
ENSG00000281237	ENSG00000281237.1		SDHAP2
ENSG00000225426	ENSG00000225426.5	100507362	LINC01015
ENSG00000250043	ENSG00000250043.1		
ENSG00000258846	ENSG00000258846.1		EEF1A1P33
ENSG00000274397	ENSG00000274397.1		
ENSG00000270287	ENSG00000270287.1		
ENSG00000268235	ENSG00000268235.6	100996631	TCP11X1
ENSG00000250708	ENSG00000250708.1	101928478	LINC02269
ENSG00000282543	ENSG00000282543.1		
ENSG00000279157	ENSG00000279157.1		
ENSG00000251216	ENSG00000251216.1		
ENSG00000263846	ENSG00000263846.1		CIAPIN1P
ENSG00000141446	ENSG00000141446.10	114799	ESCO1
ENSG00000266549	ENSG00000266549.1		
ENSG00000131475	ENSG00000131475.6	84313	VPS25
ENSG00000263382	ENSG00000263382.1		
ENSG00000268521	ENSG00000268521.1		VN1R83P
ENSG00000185567	ENSG00000185567.6	113146	AHNAK2
ENSG00000266184	ENSG00000266184.1		
ENSG00000182141	ENSG00000182141.10	7562	ZNF708
ENSG00000137142	ENSG00000137142.4	347252	IGFBPL1
ENSG00000236786	ENSG00000236786.1		TSPY15P
ENSG00000260372	ENSG00000260372.6		AQP4-AS1
ENSG00000231164	ENSG00000231164.1		RPL7P56
ENSG00000235692	ENSG00000235692.8	10471	PFDN6
ENSG00000206484	ENSG00000206484.10	11270	NRM
ENSG00000215482	ENSG00000215482.3		CALM2P3
ENSG00000270627	ENSG00000270627.1		
ENSG00000120696	ENSG00000120696.8	84078	KBTBD7
ENSG00000224050	ENSG00000224050.1		
ENSG00000237257	ENSG00000237257.1		MTND2P8
ENSG00000273325	ENSG00000273325.1		
ENSG00000245311	ENSG00000245311.2	101928646	ARNTL2-AS1
ENSG00000255776	ENSG00000255776.1		VDAC2P2
ENSG00000153012	ENSG00000153012.11	55203	LGI2
ENSG00000250884	ENSG00000250884.1		OR7E85P
ENSG00000071859	ENSG00000071859.14	9130	FAM50A
ENSG00000087128	ENSG00000087128.9	28983	TMPRSS11E
ENSG00000268240	ENSG00000268240.1		
ENSG00000251624	ENSG00000251624.1		UNC93B7
ENSG00000163235	ENSG00000163235.15	7039	TGFA
ENSG00000206289	ENSG00000206289.11	6257	RXRB
ENSG00000234626	ENSG00000234626.1		
ENSG00000172687	ENSG00000172687.13	148203	ZNF738
ENSG00000166428	ENSG00000166428.12	122618	PLD4
ENSG00000181585	ENSG00000181585.3	259236	TMIE
ENSG00000245466	ENSG00000245466.1	101928075	
ENSG00000214851	ENSG00000214851.4	253128	LINC00612
ENSG00000258951	ENSG00000258951.1		KRT18P7
ENSG00000115386	ENSG00000115386.5	5967	REG1A
ENSG00000259115	ENSG00000259115.1		
ENSG00000251388	ENSG00000251388.1		
ENSG00000133997	ENSG00000133997.11	10001	MED6
ENSG00000235342	ENSG00000235342.1		RPL7P4
ENSG00000109790	ENSG00000109790.16	51088	KLHL5
ENSG00000235564	ENSG00000235564.1		
ENSG00000205794	ENSG00000205794.4	344967	
ENSG00000279404	ENSG00000279404.1		
ENSG00000268747	ENSG00000268747.1		
ENSG00000243048	ENSG00000243048.3		FTH1P18
ENSG00000271182	ENSG00000271182.1		
ENSG00000253994	ENSG00000253994.1		NDUFB9P3
ENSG00000226996	ENSG00000226996.5		
ENSG00000269839	ENSG00000269839.1		
ENSG00000269237	ENSG00000269237.1		
ENSG00000254241	ENSG00000254241.1		MTCO1P47
ENSG00000224018	ENSG00000224018.1		
ENSG00000186130	ENSG00000186130.4	10773	ZBTB6
ENSG00000268658	ENSG00000268658.5	400680	LINC00664
ENSG00000253877	ENSG00000253877.5	101927459	LINC01608
ENSG00000214071	ENSG00000214071.4		
ENSG00000249866	ENSG00000249866.1		OR7E83P
ENSG00000249443	ENSG00000249443.1		
ENSG00000284648	ENSG00000284648.1		
ENSG00000272934	ENSG00000272934.1		
ENSG00000254124	ENSG00000254124.1		EEF1A1P37
ENSG00000225125	ENSG00000225125.2		RANP4
ENSG00000196705	ENSG00000196705.8	170959	ZNF431
ENSG00000225345	ENSG00000225345.3		SNX18P3
ENSG00000242034	ENSG00000242034.1		
ENSG00000188086	ENSG00000188086.13	377047	PRSS45
ENSG00000253489	ENSG00000253489.1		
ENSG00000227284	ENSG00000227284.2		MARK2P10
ENSG00000126562	ENSG00000126562.16	65266	WNK4
ENSG00000273036	ENSG00000273036.3		
ENSG00000253103	ENSG00000253103.1	101927487	LINC01609
ENSG00000244004	ENSG00000244004.1		
ENSG00000108094	ENSG00000108094.14	8453	CUL2
ENSG00000247049	ENSG00000247049.2		
ENSG00000249799	ENSG00000249799.1		SNRPCP13
ENSG00000124812	ENSG00000124812.14	167	CRISP1
ENSG00000129351	ENSG00000129351.17	3609	ILF3
ENSG00000237487	ENSG00000237487.1		VN1R48P
ENSG00000283706	ENSG00000283706.1	29122	PRSS50
ENSG00000243085	ENSG00000243085.1		
ENSG00000180479	ENSG00000180479.13	51276	ZNF571
ENSG00000229511	ENSG00000229511.1		GAS2L1P1
ENSG00000250989	ENSG00000250989.1		
ENSG00000176007	ENSG00000176007.10		FAM220BP
ENSG00000071537	ENSG00000071537.13	6400	SEL1L
ENSG00000117016	ENSG00000117016.9	9783	RIMS3
ENSG00000215165	ENSG00000215165.3		TCEA1P3
ENSG00000268839	ENSG00000268839.1		
ENSG00000088836	ENSG00000088836.12	83959	SLC4A11
ENSG00000283486	ENSG00000283486.2	100289137	FAM95C
ENSG00000206549	ENSG00000206549.13		PRSS50
ENSG00000269580	ENSG00000269580.2		SIGLEC27P
ENSG00000138696	ENSG00000138696.10	658	BMPR1B
ENSG00000284672	ENSG00000284672.1		
ENSG00000232611	ENSG00000232611.1		
ENSG00000225400	ENSG00000225400.1		RAB28P5
ENSG00000271723	ENSG00000271723.5		MROH7-TTC4
ENSG00000147274	ENSG00000147274.14	27316	RBMX
ENSG00000226074	ENSG00000226074.4		PRSS44
ENSG00000127743	ENSG00000127743.5	27190	IL17B
ENSG00000099204	ENSG00000099204.18	3983	ABLIM1
ENSG00000188227	ENSG00000188227.12	390927	ZNF793
ENSG00000283162	ENSG00000283162.1		
ENSG00000261603	ENSG00000261603.1		PRSS46
ENSG00000249614	ENSG00000249614.1		LINC02503
ENSG00000168491	ENSG00000168491.9	256309	CCDC110
ENSG00000213976	ENSG00000213976.4		
ENSG00000225652	ENSG00000225652.1		KCNMA1-AS3
ENSG00000204860	ENSG00000204860.4		FAM201A
ENSG00000268555	ENSG00000268555.1		
ENSG00000251170	ENSG00000251170.5		
ENSG00000224500	ENSG00000224500.1		
ENSG00000206288	ENSG00000206288.13	7922	SLC39A7
ENSG00000226148	ENSG00000226148.1		SLC25A39P1
ENSG00000238013	ENSG00000238013.1		
ENSG00000197013	ENSG00000197013.9	353088	ZNF429
ENSG00000224606	ENSG00000224606.1		TGFA-IT1
ENSG00000236467	ENSG00000236467.8	101929328	KCNMA1-AS1
ENSG00000262159	ENSG00000262159.1		RPS6P22
ENSG00000253865	ENSG00000253865.1		
ENSG00000180071	ENSG00000180071.19	253650	ANKRD18A
ENSG00000233379	ENSG00000233379.1		
ENSG00000136160	ENSG00000136160.14	1910	EDNRB
ENSG00000228092	ENSG00000228092.1		COX6CP15
ENSG00000250942	ENSG00000250942.1		ENPP7P11
ENSG00000273746	ENSG00000273746.1		
ENSG00000251473	ENSG00000251473.2		
ENSG00000269405	ENSG00000269405.6	56001	NXF2
ENSG00000248373	ENSG00000248373.5		
ENSG00000185614	ENSG00000185614.4	389119	FAM212A
ENSG00000104442	ENSG00000104442.9	55156	ARMC1
ENSG00000183978	ENSG00000183978.7	28958	COA3
ENSG00000276992	ENSG00000276992.1		
ENSG00000268081	ENSG00000268081.1		
ENSG00000244470	ENSG00000244470.2		
ENSG00000268326	ENSG00000268326.1		
ENSG00000268777	ENSG00000268777.1		
ENSG00000214881	ENSG00000214881.4		TMEM14DP
ENSG00000245384	ENSG00000245384.1	101929468	CXXC4-AS1
ENSG00000268892	ENSG00000268892.1		
ENSG00000105698	ENSG00000105698.15	7392	USF2
ENSG00000105492	ENSG00000105492.15	946	SIGLEC6
ENSG00000268322	ENSG00000268322.1		BNIP3P25
ENSG00000250670	ENSG00000250670.1		
ENSG00000276053	ENSG00000276053.4	3903	LAIR1
ENSG00000274503	ENSG00000274503.1		
ENSG00000242291	ENSG00000242291.1		RPL36AP51
ENSG00000168772	ENSG00000168772.10	80319	CXXC4
ENSG00000169884	ENSG00000169884.13	7480	WNT10B
ENSG00000227583	ENSG00000227583.1		RPS3AP37
ENSG00000175899	ENSG00000175899.14	2	A2M
ENSG00000138336	ENSG00000138336.8	80312	TET1
ENSG00000118620	ENSG00000118620.12	80264	ZNF430
ENSG00000237811	ENSG00000237811.1		GPR53P
ENSG00000136840	ENSG00000136840.18	27090	ST6GALNAC4
ENSG00000227248	ENSG00000227248.1		FAM155A-IT1
ENSG00000248521	ENSG00000248521.1		
ENSG00000276740	ENSG00000276740.1		
ENSG00000204442	ENSG00000204442.3	728215	FAM155A
ENSG00000204628	ENSG00000204628.11	10399	RACK1
ENSG00000249690	ENSG00000249690.1		
ENSG00000248242	ENSG00000248242.1		
ENSG00000181541	ENSG00000181541.5	10586	MAB21L2
ENSG00000273984	ENSG00000273984.4	4585	MUC4
ENSG00000225254	ENSG00000225254.2		ARMC8P1
ENSG00000254441	ENSG00000254441.1		
ENSG00000272904	ENSG00000272904.1		
ENSG00000259420	ENSG00000259420.5		
ENSG00000183432	ENSG00000183432.6		ZBTB8OSP1
ENSG00000213025	ENSG00000213025.2		COX20P1
ENSG00000223441	ENSG00000223441.2		OR2I1P
ENSG00000254698	ENSG00000254698.1		
ENSG00000267610	ENSG00000267610.2		
ENSG00000171448	ENSG00000171448.8	57684	ZBTB26
ENSG00000226508	ENSG00000226508.1	105373984	LINC01918
ENSG00000165490	ENSG00000165490.12	220042	DDIAS
ENSG00000279044	ENSG00000279044.1		
ENSG00000107819	ENSG00000107819.13	81855	SFXN3
ENSG00000105877	ENSG00000105877.17	8701	DNAH11
ENSG00000008441	ENSG00000008441.16	4784	NFIX
ENSG00000160352	ENSG00000160352.15	148206	ZNF714
ENSG00000135973	ENSG00000135973.2	11250	GPR45
ENSG00000180458	ENSG00000180458.2		
ENSG00000136603	ENSG00000136603.13	6498	SKIL
ENSG00000249207	ENSG00000249207.1		
ENSG00000261094	ENSG00000261094.2		
ENSG00000267552	ENSG00000267552.6		
ENSG00000272861	ENSG00000272861.1		
ENSG00000203812	ENSG00000203812.2	8337	HIST2H2AA3
ENSG00000274718	ENSG00000274718.1		
ENSG00000156113	ENSG00000156113.22	3778	KCNMA1
ENSG00000220323	ENSG00000220323.3		HIST2H2BD
ENSG00000137628	ENSG00000137628.16	55601	DDX60
ENSG00000272993	ENSG00000272993.1		
ENSG00000261716	ENSG00000261716.1		
ENSG00000267408	ENSG00000267408.1		
ENSG00000196381	ENSG00000196381.10	163115	ZNF781
ENSG00000229965	ENSG00000229965.1		
ENSG00000203819	ENSG00000203819.6	337873	
ENSG00000135966	ENSG00000135966.12	9392	TGFBRAP1
ENSG00000105976	ENSG00000105976.14	4233	MET
ENSG00000006377	ENSG00000006377.10	1750	DLX6
ENSG00000108349	ENSG00000108349.16	22794	CASC3
ENSG00000231118	ENSG00000231118.3		PPIAP9
ENSG00000177770	ENSG00000177770.11		CDKN2AIPNLP1
ENSG00000272196	ENSG00000272196.2	723790	HIST2H2AA4
ENSG00000256403	ENSG00000256403.1		
ENSG00000132953	ENSG00000132953.16	64328	XPO4
ENSG00000255672	ENSG00000255672.1		
ENSG00000249679	ENSG00000249679.1		
ENSG00000123171	ENSG00000123171.6	83446	CCDC70
ENSG00000205129	ENSG00000205129.8	441054	C4orf47
ENSG00000229535	ENSG00000229535.1		RPL15P4
ENSG00000232237	ENSG00000232237.3	647219	ASCL5
ENSG00000232872	ENSG00000232872.2		CTAGE3P
ENSG00000268119	ENSG00000268119.5		
ENSG00000279677	ENSG00000279677.1		
ENSG00000155827	ENSG00000155827.11	56254	RNF20
ENSG00000273162	ENSG00000273162.1		
ENSG00000231764	ENSG00000231764.8		DLX6-AS1
ENSG00000262036	ENSG00000262036.1		
ENSG00000262592	ENSG00000262592.2		
ENSG00000274327	ENSG00000274327.1	50837	TAS2R7
ENSG00000148925	ENSG00000148925.10	84280	BTBD10
ENSG00000170903	ENSG00000170903.10	84437	MSANTD4
ENSG00000268731	ENSG00000268731.1		
ENSG00000230937	ENSG00000230937.11	642587	MIR205HG
ENSG00000277316	ENSG00000277316.2	50836	TAS2R8
ENSG00000268278	ENSG00000268278.1		
ENSG00000240522	ENSG00000240522.1		RPL7AP10
ENSG00000235319	ENSG00000235319.1		
ENSG00000271558	ENSG00000271558.1		
ENSG00000186234	ENSG00000186234.7		FAM86MP
ENSG00000225462	ENSG00000225462.1		FDPSP1
ENSG00000152193	ENSG00000152193.7	79596	RNF219
ENSG00000174405	ENSG00000174405.13	3981	LIG4
ENSG00000251087	ENSG00000251087.3		ALG1L3P
ENSG00000250959	ENSG00000250959.2	2749	GLUD1P3
ENSG00000205978	ENSG00000205978.5	57523	NYNRIN
ENSG00000235316	ENSG00000235316.1		DUSP8P5
ENSG00000204787	ENSG00000204787.8		REG1CP
ENSG00000145675	ENSG00000145675.14	5295	PIK3R1
ENSG00000258977	ENSG00000258977.1	101928559	LINC01467
ENSG00000236766	ENSG00000236766.1	106478956	MDC1-AS1
ENSG00000224587	ENSG00000224587.9	9656	MDC1
ENSG00000181358	ENSG00000181358.3		CTAGE10P
ENSG00000224686	ENSG00000224686.1		ELOCP23
ENSG00000204351	ENSG00000204351.11	6499	SKIV2L
ENSG00000236133	ENSG00000236133.1		LINC01069
ENSG00000274702	ENSG00000274702.1		
ENSG00000271386	ENSG00000271386.1		SRGNP1
ENSG00000229865	ENSG00000229865.1		RPL31P54
ENSG00000230426	ENSG00000230426.2		ERVMER61-1
ENSG00000014164	ENSG00000014164.6	23144	ZC3H3
ENSG00000196482	ENSG00000196482.16	2104	ESRRG
ENSG00000149313	ENSG00000149313.10	60496	AASDHPPT
ENSG00000152192	ENSG00000152192.7	5457	POU4F1
ENSG00000123178	ENSG00000123178.14	57213	SPRYD7
ENSG00000254721	ENSG00000254721.1		
ENSG00000173548	ENSG00000173548.8	257364	SNX33
ENSG00000244213	ENSG00000244213.1		ZFAND6P1
ENSG00000168040	ENSG00000168040.4	8772	FADD
ENSG00000235625	ENSG00000235625.1		
ENSG00000179766	ENSG00000179766.18	158381	ATP8B5P
ENSG00000106927	ENSG00000106927.11	259	AMBP
ENSG00000234377	ENSG00000234377.7	100874222	RNF219-AS1
ENSG00000240478	ENSG00000240478.1		
ENSG00000242012	ENSG00000242012.1		
ENSG00000260206	ENSG00000260206.1		
ENSG00000177971	ENSG00000177971.8	55272	IMP3
ENSG00000244199	ENSG00000244199.1		EIF4EP3
ENSG00000249563	ENSG00000249563.1		
ENSG00000234512	ENSG00000234512.1		TLR12P
ENSG00000203685	ENSG00000203685.9	375057	STUM
ENSG00000241098	ENSG00000241098.1	401103	LINC01994
ENSG00000244313	ENSG00000244313.3		
ENSG00000151929	ENSG00000151929.9	9531	BAG3
ENSG00000182359	ENSG00000182359.14	143879	KBTBD3
